date,region,population,google_ads_brand_impressions,google_ads_generic_impressions,display_impressions,facebook_impressions,google_ads_brand_cost,google_ads_generic_cost,facebook_cost,display_cost,conversions,GQV_brand,GQV_generic
2023-08-21,Gavleborg County,284558,54,0,0,0,41.03,0.0,0.0,0.0,3,0.000719609354921614,4.3694166024158312
2023-04-03,Halland County,345074,295,1465,259755,134569,231.31,2611.08,13087.69,7745.03,3,0.0028270367514777691,5.3363659727576458
2023-11-20,Halland County,345074,223,8883,100472,72915,201.56,2166.26,9133.02,3722.7,3,0.0023130300693909021,4.4536622976098688
2024-08-12,Halland County,345074,123,170,0,10710,99.81,811.17,290.99,0.0,3,0.0011308147005911076,4.5944487278334618
2024-02-12,Halland County,345074,220,410,3612,43986,472.1,1085.07,1832.58,372.56,3,0.0020046260601387818,4.23721408378309
2024-07-29,Halland County,345074,131,124,1,10402,198.29,1022.81,224.34,0.04,3,0.0013364173734258546,4.613723978411719
2024-05-06,Halland County,345074,146,426,15116,16396,52.21,579.29,903.22,1135.03,3,0.0014906193780519147,5.1168851195065539
2024-11-04,Halland County,345074,142,314,389,12077,36.17,1665.85,516.23,39.3,3,0.0016448213826779749,4.03171421228476
2024-04-15,Halland County,345074,129,400,21250,17477,60.23,2402.15,985.19,2724.4,3,0.001233616037008481,4.6601387818041635
2023-12-04,Halland County,345074,280,1000,119832,93102,203.25,1357.96,9111.42,4228.7,3,0.0026728347468517092,4.7383705988177844
2023-12-25,Halland County,345074,438,452,101589,168618,330.55,1088.41,11205.58,3310.39,3,0.0019018247237214084,4.566640966332562
2023-10-16,Halland County,345074,223,17685,64086,143868,272.83,2398.17,9208.85,2996.63,3,0.0019018247237214084,4.8161912104857363
2025-01-20,Halland County,345074,153,224,2866,14571,35.5,658.55,505.75,144.21,3,0.0029812387561038295,3.9401696222050888
2023-06-05,Halland County,345074,274,530,356138,65955,153.81,593.17,4891.2,7614.09,3,0.0027756360832690823,4.9094834232845024
2023-10-23,Halland County,345074,236,8365,54164,141442,183.88,2034.92,9121.47,2549.1,3,0.0016962220508866615,4.5506039578514521
2024-09-02,Halland County,345074,142,235,351,9793,49.57,829.8,323.51,27.27,3,0.0013878180416345412,4.0652274479568238
2024-05-13,Halland County,345074,101,12902,819,53975,32.91,1713.08,2212.64,55.79,3,0.0018504240555127216,4.7721922384991009
2024-07-01,Halland County,345074,144,267,0,14258,107.72,1066.28,392.94,0.0,3,0.0022616294011822153,4.8210228732973528
2024-01-22,Halland County,345074,251,372,42879,37509,565.54,1320.13,1739.34,2355.91,3,0.0017476227190953483,4.7641737342585451
2023-09-25,Halland County,345074,304,26622,121459,145694,288.39,2043.14,6950.75,5366.82,3,0.0034952454381906965,4.8602415831405805
2024-01-01,Jamtland County,132839,32,20,0,11,62.16,70.8,1.08,0.0,3,,
2024-01-22,Jonkoping County,370009,91,317,0,0,220.01,396.03,0.0,0.0,3,0.000719609354921614,5.1596504754561812
2025-02-03,Jonkoping County,370009,40,93,0,7,37.94,155.98,0.16,0.0,3,0.00020560267283474686,4.2585967617579028
2024-02-12,Jonkoping County,370009,56,334,0,0,116.55,416.75,0.0,0.0,3,0.000359804677460807,4.5885376509894629
2024-10-14,Jonkoping County,370009,56,128,0,60,32.25,309.38,6.62,0.0,3,0.000359804677460807,4.29550244153174
2023-09-11,Jonkoping County,370009,86,386,380,11,121.48,413.77,0.29,26.07,3,0.00061680801850424051,5.3934721151374969
2024-01-29,Jonkoping County,370009,106,276,0,0,99.55,580.64,0.0,0.0,3,0.00030840400925212025,5.31076843998972
2024-07-08,Jonkoping County,370009,28,69,0,0,9.31,190.58,0.0,0.0,3,0.00046260601387818041,5.2196350552557185
2024-12-02,Jonkoping County,370009,52,165,0,837,5.57,18.17,101.74,0.0,3,0.00025700334104343357,4.2603443844769986
2025-02-24,Jonkoping County,370009,50,85,0,75,63.2,226.7,2.29,0.0,3,,0.6751477769211
2023-08-21,Jonkoping County,370009,120,356,148,2,268.97,366.67,0.17,9.84,3,0.0033410434335646362,5.5147776921099974
2024-04-22,Jonkoping County,370009,27,266,0,2,3.0,577.2,0.0,0.0,3,0.0006682086867129273,5.3397584168594188
2023-04-03,Jonkoping County,370009,88,1232,0,520,34.12,1301.41,48.17,0.0,3,0.00097661269596504749,5.9564122333590337
2023-10-16,Jonkoping County,370009,85,204,472,4,59.7,185.99,0.14,32.33,3,0.0006682086867129273,5.3334361346697507
2023-10-02,Jonkoping County,370009,60,323,430,6,131.91,484.13,0.34,29.5,3,0.0030326394243125158,5.4934464148033921
2024-05-27,Jonkoping County,370009,27,62,0,0,23.95,212.03,0.0,0.0,3,0.00030840400925212025,5.1996915959907479
2023-06-12,Jonkoping County,370009,88,250,0,135,110.14,642.19,13.28,0.0,3,0.0013364173734258546,5.4020560267283475
2024-06-03,Jonkoping County,370009,24,61,0,0,1.3,479.81,0.0,0.0,3,0.0006682086867129273,5.2510408635312258
2024-09-02,Jonkoping County,370009,61,104,0,364,11.64,213.44,38.74,0.0,3,0.00015420200462606013,4.50999742996659
2024-12-16,Jonkoping County,370009,45,117,0,696,10.32,106.98,92.73,0.0,3,0.000719609354921614,4.4315086096119254
2024-04-08,Kalmar County,246352,30,0,0,0,27.65,0.0,0.0,0.0,3,0.00020560267283474686,3.3967103572346442
2024-09-30,Kalmar County,246352,35,64,0,93,10.23,63.63,16.82,0.0,3,0.00015420200462606013,2.6361346697507066
2024-05-20,Kalmar County,246352,14,0,0,0,4.87,0.0,0.0,0.0,3,0.00010280133641737343,3.3488049344641482
2024-02-12,Kalmar County,246352,38,13,0,0,14.16,0.0,0.0,0.0,3,0.00041120534566949372,2.7527113852480083
2025-02-24,Kalmar County,246352,21,38,0,30,7.5,96.03,0.71,0.0,3,,0.36515034695451043
2025-02-17,Kalmar County,246352,27,104,0,51,22.36,145.59,1.14,0.0,3,0.00025700334104343357,2.4178360318684144
2024-06-10,Kalmar County,246352,13,49,0,68,19.03,280.12,5.85,0.0,3,5.1400668208686716e-05,2.7861218195836548
2024-01-08,Kalmar County,246352,68,25,0,0,28.48,9.51,0.0,0.0,3,0.00056540735029555382,3.4819840657928554
2023-05-01,Kalmar County,246352,62,0,0,258,47.46,0.0,23.5,0.0,3,0.00046260601387818041,3.7784117193523516
2025-02-03,Kalmar County,246352,24,68,0,2,12.47,741.6,0.12,0.0,3,0.00030840400925212025,2.8666152659984578
2024-03-25,Kalmar County,246352,16,0,0,0,18.95,0.0,0.0,0.0,3,5.1400668208686716e-05,3.27005911076844
2023-04-24,Kalmar County,246352,52,0,0,206,46.06,0.0,17.61,0.0,3,0.00015420200462606013,3.8814700591107685
2023-08-28,Kronoberg County,203351,51,0,1,0,82.72,0.0,0.0,0.04,3,,
2023-10-02,Kronoberg County,203351,21,0,0,0,12.68,0.0,0.0,0.0,3,,
2024-04-01,Kronoberg County,203351,28,0,0,0,5.73,0.0,0.0,0.0,3,,
2024-05-27,Kronoberg County,203351,26,34,0,0,17.75,180.42,0.0,0.0,3,,
2023-07-10,Kronoberg County,203351,64,0,1,0,202.85,0.0,0.0,0.04,3,,
2025-01-20,Kronoberg County,203351,33,43,0,0,27.85,57.67,0.0,0.0,3,,
2024-01-15,Kronoberg County,203351,44,24,0,0,164.24,0.0,0.0,0.0,3,,
2025-02-10,Kronoberg County,203351,29,35,0,13,41.39,73.9,0.69,0.0,3,,
2024-03-11,Kronoberg County,203351,39,0,0,0,91.95,0.0,0.0,0.0,3,,
2023-08-14,Norrbotten County,248620,32,0,4,0,66.63,0.0,0.0,0.07,3,0.000359804677460807,4.5886404523258806
2023-09-11,Norrbotten County,248620,37,0,23,0,34.01,0.0,0.0,1.58,3,0.00020560267283474686,4.35538421999486
2023-03-13,Orebro County,308375,69,1154,0,504,125.85,1416.22,52.26,0.0,3,0.0006682086867129273,4.1272166538164994
2023-06-12,Orebro County,308375,51,190,0,96,30.32,166.63,9.12,0.0,3,0.00061680801850424051,3.9768182986378822
2023-04-24,Orebro County,308375,67,445,0,320,74.17,327.14,32.6,0.0,3,0.000719609354921614,4.4156772038036491
2024-12-09,Orebro County,308375,54,190,0,991,6.35,174.95,62.53,0.0,3,0.00087381135954767413,5.105114366486764
2023-05-08,Orebro County,308375,62,64,0,305,50.18,89.26,30.03,0.0,3,0.00025700334104343357,4.1249550244153177
2023-05-15,Orebro County,308375,65,135,0,303,43.98,270.56,41.14,0.0,3,0.000359804677460807,4.34207144692881
2025-02-24,Orebro County,308375,42,68,0,26,42.1,280.95,0.5,0.0,3,5.1400668208686716e-05,0.4927782061166795
2025-02-10,Ostergotland County,472446,57,65,0,7,21.82,162.56,0.53,0.0,3,0.000719609354921614,5.060549987149833
2023-04-24,Ostergotland County,472446,87,582,0,377,35.62,369.36,28.71,0.0,3,0.00077101002313030066,6.4385505011565147
2023-07-10,Ostergotland County,472446,52,567,0,0,66.34,795.97,0.0,0.0,3,0.00025700334104343357,6.7058853765098947
2023-05-01,Ostergotland County,472446,89,504,0,390,174.13,465.43,28.94,0.0,3,0.00087381135954767413,6.5202261629401184
2024-12-09,Ostergotland County,472446,71,173,0,1501,15.22,122.53,77.08,0.0,3,0.0015420200462606013,6.5988177846312
2024-01-29,Ostergotland County,472446,102,371,0,0,90.68,622.44,0.0,0.0,3,0.00061680801850424051,5.9486507324595221
2023-12-18,Ostergotland County,472446,72,918,0,0,26.26,387.13,0.0,0.0,3,0.00046260601387818041,4.8078643022359291
2023-11-27,Ostergotland County,472446,87,553,0,0,271.83,870.24,0.0,0.0,3,0.00092521202775636081,5.9185299408892318
2023-04-10,Skane County,1428626,332,0,0,1846,224.2,0.0,160.85,0.0,3,0.0026214340786430224,21.983346183500384
2024-06-03,Skane County,1428626,168,444,0,0,66.49,1200.17,0.0,0.0,3,0.0021074273965561554,21.05283988691853
2024-11-18,Skane County,1428626,137,824,2,0,86.42,2777.21,0.0,0.17,3,0.0028784374196864559,18.116525314829094
2023-11-27,Skane County,1428626,366,826,0,0,501.48,357.52,0.0,0.0,3,0.00375224877923413,20.418864045232588
2023-12-25,Skane County,1428626,393,87,0,0,425.05,285.83,0.0,0.0,3,0.0015934207144692881,18.756617836031868
2025-02-10,Skane County,1428626,348,293,0,40,203.23,772.41,1.81,0.0,3,0.0030326394243125158,18.78951426368543
2024-01-15,Skane County,1428626,572,173,0,0,1007.62,215.15,0.0,0.0,3,0.0037008481110254433,21.35687483937291
2024-02-19,Skane County,1428626,383,114,0,0,1075.83,205.29,0.0,0.0,3,0.0022102287329735285,18.953790799280391
2023-04-17,Skane County,1428626,345,0,0,1707,440.74,0.0,166.33,0.0,3,0.0022102287329735285,21.326240041120535
2024-08-05,Sodermanland County,301542,18,84,0,0,91.97,408.32,0.0,0.0,3,,3.449550244153174
2023-10-23,Sodermanland County,301542,51,0,0,0,50.32,0.0,0.0,0.0,3,0.00020560267283474686,3.6546389103058341
2024-03-11,Sodermanland County,301542,47,0,0,0,137.2,0.0,0.0,0.0,3,0.00025700334104343357,3.3113338473400153
2023-10-02,Sodermanland County,301542,32,0,0,0,16.37,0.0,0.0,0.0,3,0.00082241069133898745,3.8510408635312259
2023-05-01,Sodermanland County,301542,53,0,0,281,35.19,0.0,21.95,0.0,3,0.00097661269596504749,4.0828578771524029
2023-03-06,Sodermanland County,301542,46,0,0,285,59.69,0.0,33.49,0.0,3,0.00020560267283474686,3.7884348496530453
2023-03-20,Sodermanland County,301542,32,0,0,303,1.22,0.0,30.18,0.0,3,0.00030840400925212025,3.8724749421742484
2024-09-23,Sodermanland County,301542,21,76,0,24,12.1,208.0,2.9,0.0,3,0.00025700334104343357,2.9762528912875865
2024-02-05,Sodermanland County,301542,36,25,0,0,23.96,23.43,0.0,0.0,3,0.00041120534566949372,3.4333076329992291
2023-10-16,Sodermanland County,301542,46,0,0,0,9.24,0.0,0.0,0.0,3,0.00020560267283474686,3.7434078643022359
2023-07-31,Stockholm County,2473307,730,0,41,0,530.88,0.0,0.0,2.64,3,0.0051914674890773584,36.664970444615783
2024-10-21,Stockholm County,2473307,905,1823,0,4257,401.23,4314.42,533.59,0.0,3,0.010280133641737342,42.316062708815217
2023-12-11,Stockholm County,2473307,989,7786,0,0,922.53,1656.14,0.0,0.0,3,0.0060138781804163453,39.47165253148291
2023-12-25,Stockholm County,2473307,761,157,0,0,737.83,597.93,0.0,0.0,3,0.0038036494474428168,31.901670521716781
2024-01-29,Stockholm County,2473307,1094,391,0,0,1764.5,513.66,0.0,0.0,3,0.0058596761757902854,43.811565150346958
2024-01-01,Stockholm County,2473307,1061,523,0,148,1219.13,1470.86,14.09,0.0,3,0.0054484708301207919,45.153996401953222
2023-05-29,Stockholm County,2473307,939,0,0,15119,871.74,0.0,801.78,0.0,3,0.006630686198920586,43.160370084811106
2024-06-17,Stockholm County,2473307,256,1399,0,919,295.93,6099.69,107.02,0.0,3,0.0045746594705731178,38.5449498843485
2023-07-03,Stockholm County,2473307,978,0,8,0,465.07,0.0,0.0,0.6,3,0.00781290156772038,40.444615780005137
2024-06-03,Stockholm County,2473307,405,1172,1,0,205.96,3778.91,0.0,0.01,3,0.0045232588023644306,41.065381649961452
2024-04-08,Uppsala County,407912,38,0,0,0,53.62,0.0,0.0,0.0,3,0.00030840400925212025,5.9720380364944745
2023-05-29,Uppsala County,407912,68,0,0,1301,106.83,0.0,72.85,0.0,3,0.00046260601387818041,6.0189668465690058
2024-02-12,Uppsala County,407912,49,18,0,0,93.22,70.7,0.0,0.0,3,0.00041120534566949372,5.3172963248522231
2024-05-13,Uppsala County,407912,29,0,0,0,10.76,0.0,0.0,0.0,3,0.00030840400925212025,6.0636854279105625
2024-07-01,Uppsala County,407912,27,83,0,0,2.15,134.62,0.0,0.0,3,0.00025700334104343357,5.2945258288357753
2024-01-22,Uppsala County,407912,48,33,0,0,5.5,66.77,0.0,0.0,3,0.00030840400925212025,5.5310203032639427
2023-04-10,Uppsala County,407912,54,0,0,386,44.83,0.0,39.17,0.0,3,0.00046260601387818041,6.146286301721922
2024-05-27,Uppsala County,407912,26,96,0,0,83.21,183.77,0.0,0.0,3,0.00030840400925212025,5.7895142636854278
2023-09-18,Uppsala County,407912,75,0,0,0,126.01,0.0,0.0,0.0,3,0.000359804677460807,6.0245181187355437
2024-09-23,Uppsala County,407912,46,102,0,20,16.15,332.95,6.09,0.0,3,0.00020560267283474686,5.0346440503726546
2023-06-26,Uppsala County,407912,57,0,0,0,135.01,0.0,0.0,0.0,3,0.00051400668208686714,5.4682086867129271
2023-10-16,Uppsala County,407912,47,0,0,0,22.43,0.0,0.0,0.0,3,0.00030840400925212025,5.810434335646363
2024-07-08,Uppsala County,407912,15,96,0,0,1.7,359.53,0.0,0.0,3,0.00015420200462606013,5.0999742996658952
2023-03-20,Uppsala County,407912,80,0,0,439,298.17,0.0,42.98,0.0,3,0.00041120534566949372,5.7721922384991009
2023-07-03,Uppsala County,407912,61,0,0,0,96.75,0.0,0.0,0.0,3,0.0011308147005911076,5.5289128758673867
2024-08-05,Uppsala County,407912,21,115,0,0,65.88,482.36,0.0,0.0,3,0.00020560267283474686,4.7094320226162942
2023-06-05,Varmland County,283384,84,149,0,284,38.34,192.71,24.4,0.0,3,0.00092521202775636081,4.0368028784374195
2024-11-18,Varmland County,283384,29,180,0,5,6.3,392.08,0.12,0.0,3,0.00030840400925212025,3.9651503469545104
2024-02-26,Varmland County,283384,70,202,0,0,136.49,368.24,0.0,0.0,3,0.000719609354921614,3.6316114109483424
2023-09-25,Varmland County,283384,100,128,0,0,54.46,322.09,0.0,0.0,3,0.00051400668208686714,4.169416602415831
2025-01-20,Varmland County,283384,38,95,0,3,11.49,137.67,0.02,0.0,3,0.00092521202775636081,4.5903366743767666
2024-06-03,Varmland County,283384,21,70,0,0,121.1,168.93,0.0,0.0,3,0.00030840400925212025,4.2292983808789515
2024-01-15,Varmland County,283384,55,166,0,0,31.23,131.24,0.0,0.0,3,0.00030840400925212025,4.1307632999228989
2024-10-21,Vasterbotten County,281138,30,145,0,712,5.87,0.0,83.71,0.0,3,0.000359804677460807,4.7977383705988181
2024-02-05,Vasternorrland County,241458,46,7,2,0,45.55,41.88,0.0,0.06,3,0.00020560267283474686,3.667077872012336
2024-05-20,Vasternorrland County,241458,12,0,0,0,0.49,0.0,0.0,0.0,3,0.00015420200462606013,3.6898483680287844
2023-07-03,Vasternorrland County,241458,50,0,1,0,13.04,0.0,0.0,0.07,3,0.00097661269596504749,4.409457722950398
2023-11-06,Vasternorrland County,241458,26,645,0,0,4.26,26.03,0.0,0.0,3,0.00041120534566949372,3.432125417630429
2024-04-22,Vasternorrland County,241458,15,0,0,0,2.63,0.0,0.0,0.0,3,5.1400668208686716e-05,3.7243382163968133
2024-08-12,Vastmanland County,281158,24,66,0,0,12.51,534.88,0.0,0.0,3,0.00041120534566949372,3.0158828064764842
2024-12-23,Vastra Gotaland County,1772821,2873,4250,11403,339363,1487.97,24820.55,16933.06,931.04,3,0.033718838344898486,22.444667180673349
2024-10-21,Dalarna County,286546,24,97,0,824,1.41,8.01,93.76,0.0,4,0.00025700334104343357,3.3981495759444873
2024-07-01,Dalarna County,286546,23,23,0,0,40.94,0.0,0.0,0.0,4,0.00025700334104343357,4.5688511950655357
2023-09-18,Gavleborg County,284558,61,0,0,0,38.71,0.0,0.0,0.0,4,0.0011308147005911076,4.8040606527884862
2024-09-23,Gavleborg County,284558,38,102,0,32,2.53,533.05,4.1,0.0,4,0.000359804677460807,4.7357491647391416
2024-05-27,Gavleborg County,284558,33,54,0,0,1.48,0.0,0.0,0.0,4,0.00077101002313030066,4.6657928553071191
2023-05-01,Halland County,345074,275,544,283355,77556,83.02,1010.54,7075.9,7680.37,4,0.0030840400925212026,4.85361089694166
2023-07-03,Halland County,345074,337,513,133364,97925,178.8,1377.92,4673.19,6437.71,4,0.0039578514520688772,5.7261372397841175
2023-11-27,Halland County,345074,241,5593,99854,85916,253.83,2261.53,9119.96,3708.67,4,0.0017476227190953483,4.8870727319455156
2024-04-29,Halland County,345074,172,356,73926,18286,39.81,1428.65,987.53,3980.7,4,0.0016448213826779749,5.3378051914674893
2024-05-20,Halland County,345074,91,12380,842,52857,26.95,1254.0,2205.63,55.15,4,0.001953225391930095,4.576304291955795
2024-02-05,Halland County,345074,286,436,1303,40501,324.34,425.34,1816.38,145.48,4,0.0017476227190953483,4.4121305576972505
2023-04-24,Halland County,345074,277,755,206698,73152,141.72,1103.33,7236.26,5009.94,4,0.0033924441017733229,5.1401696222050886
2024-04-08,Halland County,345074,171,373,531,22061,52.45,1224.41,1156.86,109.19,4,0.0019018247237214084,4.7049601644821379
2023-07-10,Halland County,345074,228,756,112467,84605,249.65,977.95,4575.28,5514.07,4,0.0041634541249036235,6.4715497301464922
2024-03-11,Halland County,345074,184,438,2642,26575,155.49,1111.63,1432.05,316.75,4,0.0024158314058082757,4.1902338730403494
2024-12-16,Halland County,345074,160,304,430,12197,63.43,404.58,541.66,30.93,4,0.0024158314058082757,4.0523258802364435
2023-08-14,Halland County,345074,244,455,113539,160858,351.45,999.85,7358.6,5345.52,4,0.00375224877923413,5.3256746337702392
2024-04-01,Halland County,345074,150,383,1426,25621,40.09,707.26,1327.05,227.37,4,0.0016962220508866615,4.6150089951169369
2024-10-07,Halland County,345074,164,262,20204,8832,40.02,649.85,335.68,1060.26,4,0.0017476227190953483,3.7968645592392702
2024-06-17,Halland County,345074,47,109,0,11160,14.28,479.64,353.28,0.0,4,0.0022616294011822153,4.5196093549216139
2024-08-05,Halland County,345074,104,119,1,10505,231.22,177.31,225.76,0.02,4,0.0020046260601387818,4.9579542534052941
2023-03-27,Halland County,345074,230,1649,146301,132313,205.74,2802.79,13756.77,4666.89,4,0.0020046260601387818,5.03639167309175
2024-02-19,Halland County,345074,262,409,3993,40805,551.3,1740.04,1826.57,332.77,4,0.0016448213826779749,4.2906193780519146
2024-12-02,Halland County,345074,168,244,460,11405,27.29,892.3,559.38,39.14,4,0.0027756360832690823,3.6961706502184528
2023-04-17,Halland County,345074,265,946,245175,113601,77.21,1461.89,12509.54,6639.96,4,0.0022102287329735285,4.9408892315600106
2024-05-27,Halland County,345074,79,13354,848,51692,41.81,1624.98,2121.44,56.39,4,0.0015934207144692881,4.485479311231046
2024-06-03,Halland County,345074,89,225,880,12280,129.47,979.94,536.17,58.91,4,0.0014906193780519147,4.5073759958879469
2023-11-06,Halland County,345074,229,9231,126207,106717,189.13,2549.77,9153.72,4878.68,4,0.0025700334104343356,4.42621434078643
2024-10-21,Halland County,345074,164,335,16172,12398,62.32,1545.4,547.92,851.09,4,0.001439218709843228,3.8745309689025955
2024-09-30,Halland County,345074,173,304,19381,8751,49.61,1368.77,308.14,1077.51,4,0.002467232074016962,3.967000771010023
2024-12-09,Halland County,345074,218,442,439,12296,45.65,1268.3,574.46,31.18,4,0.002724235415060396,5.3964533538936008
2023-05-15,Halland County,345074,183,33108,326277,114306,93.18,2761.42,8617.18,8083.93,4,0.0017476227190953483,5.4202518632742223
2024-03-25,Halland County,345074,153,464,2779,27353,67.52,1182.92,1759.46,305.31,4,0.0014906193780519147,4.7874068362888718
2024-08-19,Halland County,345074,134,174,0,10376,101.96,709.06,362.98,0.0,4,0.0011308147005911076,4.2228218966846569
2024-11-11,Halland County,345074,155,332,371,12133,81.14,267.5,562.76,37.71,4,0.0018504240555127216,3.8337188383448986
2025-01-20,Jonkoping County,370009,38,84,0,6,5.38,61.75,0.1,0.0,4,0.00061680801850424051,4.4106399383191981
2024-06-24,Jonkoping County,370009,56,76,0,0,50.52,64.11,0.0,0.0,4,0.00061680801850424051,5.1781547160113082
2024-11-11,Norrbotten County,248620,20,64,0,117,3.64,116.73,8.08,0.0,4,0.00051400668208686714,3.005448470830121
2024-05-13,Skane County,1428626,203,0,0,0,116.57,0.0,0.0,0.0,4,0.0025186327422256488,22.015934207144692
2024-01-29,Skane County,1428626,458,145,1,0,628.88,382.57,0.0,0.03,4,0.0029812387561038295,20.747314315086097
2024-08-05,Skane County,1428626,189,593,0,0,475.85,2654.08,0.0,0.0,4,0.002724235415060396,21.951323567206373
2024-09-09,Skane County,1428626,175,585,0,640,115.62,1844.49,105.82,0.0,4,0.0037008481110254433,20.136211770753018
2024-10-21,Skane County,1428626,269,734,0,2869,137.26,2226.84,331.9,0.0,4,0.002467232074016962,18.522487792341302
2024-04-29,Skane County,1428626,242,0,2,0,56.27,0.0,0.0,0.14,4,0.0016962220508866615,21.806939090208171
2023-07-03,Skane County,1428626,466,0,11,0,269.91,0.0,0.0,0.59,4,0.0033924441017733229,22.349061937805192
2024-12-02,Skane County,1428626,246,767,0,2663,96.98,1484.59,305.66,0.0,4,0.004420457465947057,18.243896170650217
2023-05-01,Skane County,1428626,396,0,0,1675,204.62,0.0,131.81,0.0,4,0.002724235415060396,21.908609611924955
2024-11-11,Skane County,1428626,204,734,0,595,97.54,2150.03,37.24,0.0,4,0.0023130300693909021,18.672269339501412
2024-11-25,Skane County,1428626,196,648,1,3883,58.45,1407.2,446.78,0.09,4,0.00359804677460807,17.416139809817526
2023-06-12,Sodermanland County,301542,44,0,0,70,10.62,0.0,7.21,0.0,4,0.00030840400925212025,3.8443073759958879
2024-09-16,Stockholm County,2473307,862,1856,0,56521,498.49,5744.93,2952.24,0.0,4,0.00858391159085068,44.243690567977382
2024-11-25,Stockholm County,2473307,817,1735,0,4854,374.85,4682.43,655.32,0.0,4,0.0094577229503983555,41.667746080699047
2024-12-02,Stockholm County,2473307,1043,2140,0,3371,358.64,6245.18,472.88,0.0,4,0.00940632228218967,43.386481624261116
2024-09-09,Stockholm County,2473307,727,1733,0,162783,467.71,8296.2,5492.51,0.0,4,0.0095605242868157282,44.737291184785406
2024-10-28,Stockholm County,2473307,982,1410,0,1628,387.39,5080.73,150.48,0.0,4,0.00796710357234644,42.693189411462349
2023-07-24,Stockholm County,2473307,672,0,41,0,659.79,0.0,0.0,3.17,4,0.0054484708301207919,35.347828321768183
2024-03-04,Stockholm County,2473307,1099,21,0,0,2033.8,92.75,0.0,0.0,4,0.0068362888717553331,38.941968645592389
2023-05-08,Stockholm County,2473307,980,0,0,1703,900.24,0.0,175.65,0.0,4,0.0078643022359290663,44.400205602672834
2023-03-27,Stockholm County,2473307,824,0,0,2009,737.11,0.0,192.67,0.0,4,0.0061166795168337189,41.603289642765354
2024-07-29,Stockholm County,2473307,473,1282,0,0,670.62,4656.49,0.0,0.0,4,0.0061166795168337189,35.858699563094319
2023-06-12,Stockholm County,2473307,805,0,0,470,722.73,0.0,51.05,0.0,4,0.0051400668208686712,43.671087124132612
2024-05-06,Stockholm County,2473307,519,0,0,0,282.49,0.0,0.0,0.0,4,0.0045746594705731178,42.392855307118992
2024-05-20,Stockholm County,2473307,367,0,0,0,363.21,0.0,0.0,0.0,4,0.0047802621434078641,41.7058853765099
2024-03-18,Uppsala County,407912,35,0,0,0,30.29,0.0,0.0,0.0,4,0.00030840400925212025,5.345104086353123
2024-11-11,Uppsala County,407912,24,122,0,122,9.62,609.06,8.2,0.0,4,0.00015420200462606013,4.8748393729118478
2025-01-27,Uppsala County,407912,19,79,0,4,9.71,127.72,0.29,0.0,4,0.000359804677460807,5.0708301207915705
2023-09-25,Uppsala County,407912,85,0,0,0,22.21,0.0,0.0,0.0,4,0.00030840400925212025,5.7870984322796195
2023-11-27,Uppsala County,407912,54,149,0,0,149.52,84.37,0.0,0.0,4,0.000719609354921614,5.5681829863788233
2023-03-06,Uppsala County,407912,59,0,0,468,54.59,0.0,41.99,0.0,4,5.1400668208686716e-05,5.5971729632485223
2023-08-21,Uppsala County,407912,56,0,1,0,41.02,0.0,0.0,0.04,4,0.00046260601387818041,5.5915188897455668
2023-09-11,Varmland County,283384,87,323,9,0,114.52,350.31,0.0,0.62,4,0.00030840400925212025,4.2445643793369312
2024-09-23,Varmland County,283384,65,122,0,11,12.87,883.08,0.84,0.0,4,0.000719609354921614,4.1437162683114881
2024-09-30,Varmland County,283384,52,175,0,124,9.62,247.28,22.51,0.0,4,0.0006682086867129273,4.14834232845027
2024-08-12,Vasternorrland County,241458,34,30,0,0,48.72,154.82,0.0,0.0,4,5.1400668208686716e-05,3.41721922384991
2023-09-18,Halland County,345074,296,586,107912,128553,423.05,767.59,6262.56,4638.7,5,0.001953225391930095,5.0515034695451044
2025-01-13,Halland County,345074,147,283,3486,15397,93.92,1322.17,491.52,171.34,5,0.0029812387561038295,3.9754818812644563
2023-08-21,Halland County,345074,280,606,94861,145600,581.47,906.04,7337.85,4916.77,5,0.0027756360832690823,4.9947057311745056
2024-10-14,Halland County,345074,175,334,18680,8174,65.94,1306.98,299.68,976.02,5,0.0023130300693909021,3.8921613980981751
2024-08-26,Halland County,345074,140,213,0,9311,45.91,1094.08,325.66,0.0,5,0.0017476227190953483,4.114777692109997
2025-02-24,Halland County,345074,161,173,3591,11251,144.87,768.11,322.15,162.49,5,0.00051400668208686714,0.55877666409663329
2025-02-03,Halland County,345074,146,110,2625,12534,79.35,546.92,360.6,141.02,5,0.0022102287329735285,4.0351066563865334
2023-10-02,Halland County,345074,125,22709,141077,117190,78.98,1756.36,7017.35,6463.77,5,0.0020560267283474686,4.8403495245438188
2024-09-23,Halland County,345074,128,282,25475,8555,46.09,1626.97,331.44,1753.65,5,0.0020046260601387818,3.888409149318941
2023-12-18,Halland County,345074,195,778,116877,120293,229.83,774.12,10476.38,4029.13,5,0.0016962220508866615,3.8021074273965563
2023-05-08,Halland County,345074,292,210,284359,74305,102.63,539.43,7069.11,6839.94,5,0.0030840400925212026,4.8528912875867389
2024-04-22,Halland County,345074,132,339,44853,16417,51.74,622.33,952.1,3602.31,5,0.0017476227190953483,4.6975070675918786
2023-10-09,Halland County,345074,246,41020,81157,156854,116.07,3739.29,8581.22,3770.79,5,0.0031354407607298894,5.1648419429452579
